"STUID","Y1E_ST1_1","Y1E_ST21_1","Y1E_ST21_2","Y1E_ST21_3","Y1E_ST25_1","Y1E_ST25_2","Y1E_ST25_3","Y1E_ST25_4","Y1E_ST25_5","Y1E_ENG_VS","Y1E_KOR_VS","Y1E_MATH_VS","Y1E_ST21_1R","Y1E_ST21_2R","Y1E_ST21_3R","성장신념","수업태도","학업성취도"
10610,2,3,1,1,5,5,5,4,4,421.08,469.03,651.5,3,5,5,3.66666666666667,4.6,513.87
10611,2,4,4,3,3,3,4,4,3,346.22,286.43,495.57,2,2,3,2.33333333333333,3.4,376.073333333333
10612,2,1,3,3,3,3,4,1,1,346.22,373.76,565.33,5,3,3,4.33333333333333,2.4,428.436666666667
10613,2,1,2,2,4,4,4,3,4,376.16,469.03,273.98,5,4,4,4.66666666666667,3.8,373.056666666667
10614,2,1,1,1,4,5,5,4,4,421.08,413.45,565.33,5,5,5,5,4.4,466.62
10615,1,2,2,2,4,4,5,2,2,278.86,282.46,315.02,4,4,4,4,3.4,292.113333333333
10616,1,3,3,2,4,3,3,2,3,383.65,353.91,594.05,3,3,4,3.33333333333333,3,443.87
10617,1,1,3,5,3,3,3,3,3,372.42,381.7,594.05,5,3,1,3.66666666666667,3,449.39
10618,1,1,4,1,3,5,5,4,5,492.19,389.64,594.05,5,2,5,5,4.4,491.96
10619,1,3,3,3,4,3,3,2,NA,376.16,373.76,594.05,3,3,3,3,NA,447.99
10620,1,1,2,2,5,5,4,3,3,492.19,433.3,565.33,5,4,4,4.66666666666667,4,496.94
10621,1,3,3,3,3,3,3,3,3,334.99,310.25,372.47,3,3,3,3,3,339.236666666667
10622,1,3,3,3,3,3,2,2,1,357.45,298.34,434.02,3,3,3,3,2.2,363.27
10623,1,2,1,1,5,5,5,3,3,376.16,449.18,524.3,4,5,5,4.33333333333333,4.2,449.88
10624,2,1,1,1,3,3,3,3,3,346.22,334.07,327.33,5,5,5,5,3,335.873333333333
10625,2,1,1,1,5,5,4,2,4,376.16,389.64,450.43,5,5,5,5,4,405.41
10626,2,1,2,1,2,2,1,2,3,346.22,369.79,405.29,5,4,5,5,2,373.766666666667
10627,2,1,1,1,5,5,5,5,5,492.19,469.03,565.33,5,5,5,5,5,508.85
10628,2,1,1,1,5,5,4,3,3,372.42,353.91,495.57,5,5,5,5,4,407.3
10629,2,4,4,3,4,5,3,3,4,368.68,345.97,466.85,2,2,3,2.33333333333333,3.8,393.833333333333
10630,2,2,2,2,3,3,2,2,2,376.16,453.15,434.02,4,4,4,4,2.4,421.11
10631,2,2,2,2,5,4,4,3,4,376.16,318.19,495.57,4,4,4,4,4,396.64
10632,2,3,2,3,4,3,3,2,3,368.68,330.1,450.43,3,4,3,3,3,383.07
10633,2,1,1,1,5,5,5,5,4,376.16,373.76,392.98,5,5,5,5,4.8,380.966666666667
10634,1,5,1,1,4,3,5,4,1,334.99,286.43,319.12,1,5,5,2.33333333333333,3.4,313.513333333333
10635,2,1,1,2,5,5,5,2,3,342.48,322.16,372.47,5,5,4,4.66666666666667,4,345.703333333333
10636,1,5,5,1,5,5,5,5,5,383.65,381.7,466.85,1,1,5,2.33333333333333,5,410.733333333333
10637,1,1,3,3,5,5,5,5,4,357.45,286.43,495.57,5,3,3,4.33333333333333,4.8,379.816666666667
10638,1,3,4,2,4,5,4,3,3,357.45,318.19,450.43,3,2,4,3.33333333333333,3.8,375.356666666667
10639,1,5,5,5,5,5,5,5,5,357.45,421.39,421.71,1,1,1,1,5,400.183333333333
10640,1,3,1,1,4,4,4,3,4,357.45,290.4,594.05,3,5,5,3.66666666666667,3.8,413.966666666667
10641,1,3,1,1,5,5,5,4,4,421.08,409.48,594.05,3,5,5,3.66666666666667,4.6,474.87
10642,1,3,3,1,4,5,3,3,3,383.65,361.85,565.33,3,3,5,3.66666666666667,3.6,436.943333333333
10643,1,1,4,1,4,3,4,2,2,372.42,338.04,495.57,5,2,5,5,3,402.01
10644,1,1,1,1,5,5,3,5,3,421.08,298.34,524.3,5,5,5,5,4.2,414.573333333333
10645,1,1,1,1,5,5,5,5,5,492.19,385.67,594.05,5,5,5,5,5,490.636666666667
10646,1,1,1,1,5,4,4,5,4,421.08,365.82,495.57,5,5,5,5,4.4,427.49
10647,1,1,1,1,4,4,2,3,3,383.65,377.73,524.3,5,5,5,5,3.2,428.56
10648,1,1,1,5,1,1,1,3,3,334.99,282.46,351.95,5,5,1,3.66666666666667,1.8,323.133333333333
10649,2,5,5,5,5,4,3,4,3,383.65,318.19,421.71,1,1,1,1,3.8,374.516666666667
10650,2,2,3,3,4,4,4,2,3,357.45,286.43,565.33,4,3,3,3.66666666666667,3.4,403.07
10651,2,1,1,1,4,4,3,3,3,368.68,385.67,495.57,5,5,5,5,3.4,416.64
10652,2,5,1,1,4,4,4,3,3,492.19,373.76,372.47,1,5,5,2.33333333333333,3.6,412.806666666667
10653,2,3,4,5,5,5,5,4,3,421.08,377.73,392.98,3,2,1,2.33333333333333,4.4,397.263333333333
10654,2,3,3,3,3,3,3,3,3,334.99,353.91,339.64,3,3,3,3,3,342.846666666667
10655,2,2,3,2,5,5,5,3,3,383.65,600.02,594.05,4,3,4,4,4.2,525.906666666667
10656,2,1,1,1,5,5,5,5,5,421.08,389.64,524.3,5,5,5,5,5,445.006666666667
10657,2,1,1,1,4,5,5,4,5,383.65,369.79,405.29,5,5,5,5,4.6,386.243333333333
10658,2,2,1,1,4,4,4,3,4,383.65,385.67,524.3,4,5,5,4.33333333333333,3.8,431.206666666667
10659,2,1,1,1,4,5,5,2,4,492.19,469.03,565.33,5,5,5,5,4,508.85
10660,2,1,2,1,4,4,4,2,4,376.16,409.48,594.05,5,4,5,5,3.6,459.896666666667
10661,2,2,3,2,4,3,3,2,2,492.19,433.3,524.3,4,3,4,4,2.8,483.263333333333
10662,1,1,1,1,3,3,3,3,3,421.08,326.13,351.95,5,5,5,5,3,366.386666666667
10663,1,4,4,4,3,3,3,3,3,372.42,334.07,565.33,2,2,2,2,3,423.94
10664,1,1,1,1,3,4,4,1,4,492.19,365.82,495.57,5,5,5,5,3.2,451.193333333333
10665,1,4,1,1,4,4,4,2,4,421.08,310.25,651.5,2,5,5,3,3.6,460.943333333333
10666,1,1,1,1,4,5,3,4,3,376.16,306.28,405.29,5,5,5,5,3.8,362.576666666667
10667,1,3,4,5,3,3,3,4,1,334.99,330.1,327.33,3,2,1,2.33333333333333,2.8,330.806666666667
10668,1,1,2,1,4,4,4,1,1,368.68,413.45,421.71,5,4,5,5,2.8,401.28
10669,1,4,4,4,5,5,5,5,5,383.65,421.39,466.85,2,2,2,2,5,423.963333333333
10670,1,1,1,1,4,4,4,4,3,368.68,361.85,466.85,5,5,5,5,3.8,399.126666666667
10671,1,1,1,1,5,5,5,2,2,376.16,600.02,594.05,5,5,5,5,3.8,523.41
10672,1,3,1,1,5,5,5,5,NA,372.42,334.07,421.71,3,5,5,3.66666666666667,NA,376.066666666667
10673,1,2,3,3,3,3,4,1,1,346.22,405.52,421.71,4,3,3,3.66666666666667,2.4,391.15
10674,1,1,1,1,3,2,4,1,2,421.08,381.7,405.29,5,5,5,5,2.4,402.69
10675,1,5,5,1,4,4,4,4,4,421.08,377.73,594.05,1,1,5,2.33333333333333,4,464.286666666667
10676,1,2,2,2,4,4,4,4,4,421.08,449.18,565.33,4,4,4,4,4,478.53
10677,2,1,1,1,4,4,4,4,4,383.65,322.16,450.43,5,5,5,5,4,385.413333333333
10678,2,3,3,1,5,5,5,5,5,342.48,286.43,372.47,3,3,5,3.66666666666667,5,333.793333333333
10679,2,2,2,2,4,4,3,2,3,383.65,361.85,392.98,4,4,4,4,3.2,379.493333333333
10680,2,4,3,3,3,3,5,2,2,334.99,290.4,392.98,2,3,3,2.33333333333333,3,339.456666666667
10681,2,2,2,2,3,4,4,2,3,492.19,453.15,466.85,4,4,4,4,3.2,470.73
10682,2,1,1,1,5,5,5,1,5,376.16,405.52,421.71,5,5,5,5,4.2,401.13
10683,2,1,5,1,5,5,4,3,4,421.08,338.04,392.98,5,1,5,5,4.2,384.033333333333
10684,2,3,3,3,3,3,3,2,2,383.65,373.76,450.43,3,3,3,3,2.6,402.613333333333
10685,2,2,1,1,3,3,3,3,2,383.65,334.07,466.85,4,5,5,4.33333333333333,2.8,394.856666666667
10686,2,2,1,1,4,5,5,4,4,372.42,286.43,421.71,4,5,5,4.33333333333333,4.4,360.186666666667
10687,2,1,1,1,5,5,5,1,1,421.08,353.91,565.33,5,5,5,5,3.4,446.773333333333
10688,1,3,2,2,4,4,4,3,3,492.19,600.02,651.5,3,4,4,3.33333333333333,3.6,581.236666666667
10689,1,4,1,1,5,5,5,4,4,376.16,476.96,466.85,2,5,5,3,4.6,439.99
10690,1,3,4,2,4,4,4,2,5,492.19,NA,565.33,3,2,4,3.33333333333333,3.8,NA
10691,1,2,1,1,5,5,5,5,5,421.08,413.45,495.57,4,5,5,4.33333333333333,5,443.366666666667
10692,1,3,2,2,3,4,4,2,3,376.16,353.91,405.29,3,4,4,3.33333333333333,3.2,378.453333333333
10693,1,1,1,1,5,5,5,2,3,290.08,302.31,450.43,5,5,5,5,4,347.606666666667
10694,1,1,1,1,5,5,4,NA,1,492.19,476.96,495.57,5,5,5,5,NA,488.24
10695,2,2,3,2,5,5,4,4,4,492.19,401.55,594.05,4,3,4,4,4.4,495.93
10696,2,1,1,1,5,5,5,3,3,492.19,476.96,524.3,5,5,5,5,4.2,497.816666666667
10697,2,1,1,1,4,4,3,3,3,376.16,600.02,450.43,5,5,5,5,3.4,475.536666666667
10698,2,1,1,1,4,4,3,5,3,492.19,NA,421.71,5,5,5,5,3.8,NA
10699,2,2,1,1,5,5,4,5,4,492.19,433.3,565.33,4,5,5,4.33333333333333,4.6,496.94
10700,2,1,2,2,5,5,5,4,3,376.16,433.3,524.3,5,4,4,4.66666666666667,4.4,444.586666666667
10701,1,2,4,3,3,4,4,3,2,492.19,453.15,651.5,4,2,3,3.66666666666667,3.2,532.28
10702,1,3,3,2,4,4,3,2,2,492.19,600.02,594.05,3,3,4,3.33333333333333,3,562.086666666667
10703,1,1,1,1,4,3,4,2,2,492.19,524.6,594.05,5,5,5,5,3,536.946666666667
10704,1,2,1,1,3,3,3,3,3,421.08,453.15,524.3,4,5,5,4.33333333333333,3,466.176666666667
10705,1,1,5,3,5,5,5,1,1,492.19,600.02,651.5,5,1,3,4.33333333333333,3.4,581.236666666667
10706,1,1,2,1,4,5,5,5,4,421.08,469.03,495.57,5,4,5,5,4.6,461.893333333333
10707,1,4,1,1,3,3,1,4,3,331.25,361.85,372.47,2,5,5,3,2.8,355.19
10708,1,2,2,1,4,4,4,4,4,492.19,338.04,421.71,4,4,5,4.33333333333333,4,417.313333333333
10709,1,2,3,3,4,4,3,5,2,421.08,365.82,405.29,4,3,3,3.66666666666667,3.6,397.396666666667
10710,1,1,1,1,4,4,4,2,3,346.22,453.15,434.02,5,5,5,5,3.4,411.13
10711,1,4,4,3,4,4,4,2,2,492.19,409.48,594.05,2,2,3,2.33333333333333,3.2,498.573333333333
10712,1,1,1,1,3,4,4,5,3,421.08,433.3,524.3,5,5,5,5,3.8,459.56
10713,1,1,1,1,5,5,5,4,5,492.19,476.96,565.33,5,5,5,5,4.8,511.493333333333
10714,1,2,2,2,3,3,4,3,3,376.16,373.76,565.33,4,4,4,4,3.2,438.416666666667
10715,2,4,2,1,4,3,4,3,4,421.08,441.24,524.3,2,4,5,3,3.6,462.206666666667
10716,2,3,3,3,4,4,4,3,3,383.65,405.52,351.95,3,3,3,3,3.6,380.373333333333
10717,2,2,3,2,5,5,5,5,4,492.19,453.15,565.33,4,3,4,4,4.8,503.556666666667
10718,2,3,2,1,5,4,5,4,5,492.19,524.6,495.57,3,4,5,3.66666666666667,4.6,504.12
10719,2,2,2,2,5,5,5,4,3,NA,NA,NA,4,4,4,4,4.4,NA
10720,2,3,4,3,4,4,4,3,3,492.19,421.39,594.05,3,2,3,3,3.6,502.543333333333
10721,2,3,3,3,3,3,3,2,2,334.99,381.7,372.47,3,3,3,3,2.6,363.053333333333
10722,2,1,1,1,4,4,5,2,2,376.16,524.6,466.85,5,5,5,5,3.4,455.87
10723,2,1,2,1,5,3,5,3,2,492.19,469.03,495.57,5,4,5,5,3.6,485.596666666667
10724,2,4,3,2,3,3,4,3,3,342.48,361.85,405.29,2,3,4,2.66666666666667,3.2,369.873333333333
10725,2,NA,3,5,3,4,3,3,3,346.22,306.28,327.33,NA,3,1,NA,3.2,326.61
10726,2,3,4,2,3,3,4,3,2,372.42,409.48,495.57,3,2,4,3.33333333333333,3,425.823333333333
10727,2,4,5,1,5,4,3,1,5,342.48,326.13,434.02,2,1,5,3,3.6,367.543333333333
10728,1,3,3,3,3,3,3,3,3,334.99,286.43,319.12,3,3,3,3,3,313.513333333333
10729,1,1,3,2,3,3,3,2,2,346.22,409.48,405.29,5,3,4,4.66666666666667,2.6,386.996666666667
10730,1,4,2,1,3,3,3,4,3,492.19,385.67,524.3,2,4,5,3,3.2,467.386666666667
10731,1,2,3,2,4,4,4,3,3,492.19,401.55,495.57,4,3,4,4,3.6,463.103333333333
10732,1,1,2,2,5,5,2,5,1,383.65,469.03,594.05,5,4,4,4.66666666666667,3.6,482.243333333333
10733,1,5,2,1,4,4,4,2,3,383.65,409.48,524.3,1,4,5,2.33333333333333,3.4,439.143333333333
10734,1,5,1,1,5,5,4,1,5,421.08,377.73,524.3,1,5,5,2.33333333333333,4,441.036666666667
10735,1,5,4,5,5,5,3,1,1,346.22,290.4,450.43,1,2,1,1,3,362.35
10736,1,2,2,1,5,5,5,2,4,421.08,600.02,524.3,4,4,5,4.33333333333333,4.2,515.133333333333
10737,1,4,2,1,5,5,4,3,4,383.65,469.03,466.85,2,4,5,3,4.2,439.843333333333
10738,1,1,1,1,5,5,3,5,1,372.42,433.3,651.5,5,5,5,5,3.8,485.74
10739,1,4,3,5,3,4,3,2,3,346.22,361.85,392.98,2,3,1,1.66666666666667,3,367.016666666667
10740,1,4,1,1,4,5,5,2,3,492.19,524.6,495.57,2,5,5,3,3.8,504.12
10741,1,2,2,2,4,4,3,1,2,376.16,405.52,565.33,4,4,4,4,2.8,449.003333333333
10742,1,1,1,1,4,5,5,3,1,492.19,433.3,495.57,5,5,5,5,3.6,473.686666666667
10743,1,4,3,4,4,4,4,1,1,346.22,401.55,450.43,2,3,2,2,2.8,399.4
10744,1,1,2,2,4,5,4,2,2,421.08,413.45,466.85,5,4,4,4.66666666666667,3.4,433.793333333333
10745,1,1,1,1,4,4,3,2,2,368.68,353.91,524.3,5,5,5,5,3,415.63
10746,1,3,3,2,3,5,3,3,3,331.25,330.1,434.02,3,3,4,3.33333333333333,3.4,365.123333333333
10747,1,5,5,1,3,4,3,2,2,342.48,361.85,351.95,1,1,5,2.33333333333333,2.8,352.093333333333
10748,1,1,1,1,5,5,3,3,3,492.19,377.73,565.33,5,5,5,5,3.8,478.416666666667
10749,1,2,2,2,4,3,4,3,3,372.42,361.85,392.98,4,4,4,4,3.4,375.75
10750,2,3,2,2,4,4,4,3,3,376.16,330.1,434.02,3,4,4,3.33333333333333,3.6,380.093333333333
10751,2,1,1,1,3,3,2,3,4,421.08,385.67,651.5,5,5,5,5,3,486.083333333333
10752,2,1,5,1,4,4,4,1,1,383.65,385.67,351.95,5,1,5,5,2.8,373.756666666667
10753,2,2,2,1,4,4,5,2,4,492.19,453.15,594.05,4,4,5,4.33333333333333,3.8,513.13
10754,2,1,1,1,4,5,4,3,3,376.16,385.67,434.02,5,5,5,5,3.8,398.616666666667
10755,2,1,1,1,5,5,5,4,4,383.65,469.03,594.05,5,5,5,5,4.6,482.243333333333
10756,2,1,1,1,4,5,4,3,4,421.08,405.52,524.3,5,5,5,5,4,450.3
10757,2,1,1,1,5,5,5,4,4,376.16,469.03,495.57,5,5,5,5,4.6,446.92
10758,2,1,1,1,3,3,5,2,3,346.22,330.1,450.43,5,5,5,5,3.2,375.583333333333
10759,2,3,4,4,3,4,3,3,3,376.16,334.07,319.12,3,2,2,2.66666666666667,3.2,343.116666666667
10760,2,1,1,1,4,4,5,3,3,421.08,361.85,434.02,5,5,5,5,3.8,405.65
10761,2,2,2,2,4,4,3,2,2,492.19,453.15,651.5,4,4,4,4,3,532.28
10762,2,3,4,4,4,4,4,3,3,376.16,409.48,524.3,3,2,2,2.66666666666667,3.6,436.646666666667
10763,2,1,3,2,4,5,4,4,5,421.08,334.07,495.57,5,3,4,4.66666666666667,4.4,416.906666666667
10764,1,3,3,3,3,3,3,4,3,376.16,286.43,565.33,3,3,3,3,3.2,409.306666666667
10765,1,3,3,2,4,4,5,4,5,421.08,286.43,372.47,3,3,4,3.33333333333333,4.4,359.993333333333
10766,1,1,1,1,4,3,5,5,5,492.19,385.67,405.29,5,5,5,5,4.4,427.716666666667
10767,1,3,3,3,4,5,3,2,2,372.42,381.7,466.85,3,3,3,3,3.2,406.99
10768,1,1,1,1,4,3,3,2,2,383.65,469.03,421.71,5,5,5,5,2.8,424.796666666667
10769,1,4,3,2,3,4,3,2,2,346.22,326.13,351.95,2,3,4,2.66666666666667,2.8,341.433333333333
10770,1,1,1,1,4,3,3,3,3,346.22,413.45,466.85,5,5,5,5,3.2,408.84
10771,1,1,2,1,3,4,4,1,1,492.19,469.03,565.33,5,4,5,5,2.6,508.85
10772,1,1,3,2,3,3,3,5,3,492.19,385.67,565.33,5,3,4,4.66666666666667,3.4,481.063333333333
10773,1,1,1,1,5,5,4,4,4,492.19,433.3,651.5,5,5,5,5,4.4,525.663333333333
10774,1,1,2,3,4,5,3,1,3,342.48,413.45,594.05,5,4,3,4.33333333333333,3.2,449.993333333333
10775,1,2,2,2,4,4,4,3,4,492.19,449.18,594.05,4,4,4,4,3.8,511.806666666667
10776,1,2,2,2,3,4,3,2,3,376.16,405.52,495.57,4,4,4,4,3,425.75
10777,1,1,1,1,4,3,5,4,3,492.19,345.97,594.05,5,5,5,5,3.8,477.403333333333
10778,1,1,1,1,5,5,5,3,3,492.19,469.03,466.85,5,5,5,5,4.2,476.023333333333
10779,2,2,3,3,4,3,3,2,2,376.16,381.7,450.43,4,3,3,3.66666666666667,2.8,402.763333333333
10780,2,1,1,1,4,3,3,3,3,421.08,433.3,466.85,5,5,5,5,3.2,440.41
10781,2,4,4,1,4,4,4,2,4,492.19,334.07,495.57,2,2,5,3,3.6,440.61
10782,2,2,2,3,3,3,3,3,2,346.22,298.34,392.98,4,4,3,3.66666666666667,2.8,345.846666666667
10783,2,1,1,1,4,3,5,3,3,376.16,365.82,524.3,5,5,5,5,3.6,422.093333333333
10784,2,1,1,1,4,4,4,4,4,383.65,469.03,565.33,5,5,5,5,4,472.67
10785,2,1,2,3,4,4,2,1,2,376.16,326.13,594.05,5,4,3,4.33333333333333,2.6,432.113333333333
10786,2,1,1,1,5,4,5,3,3,421.08,377.73,351.95,5,5,5,5,4,383.586666666667
10787,2,2,4,3,4,4,5,5,2,492.19,326.13,524.3,4,2,3,3.66666666666667,4,447.54
10788,2,3,4,3,4,3,2,5,2,342.48,286.43,392.98,3,2,3,3,3.2,340.63
10789,2,1,2,1,5,5,5,2,3,492.19,476.96,565.33,5,4,5,5,4,511.493333333333
10790,2,2,3,2,4,4,4,3,4,421.08,361.85,651.5,4,3,4,4,3.8,478.143333333333
10791,2,1,3,1,5,5,5,4,4,421.08,453.15,565.33,5,3,5,5,4.6,479.853333333333
10792,1,1,1,1,5,5,5,3,5,421.08,524.6,651.5,5,5,5,5,4.6,532.393333333333
10793,1,1,1,1,4,5,4,3,3,342.48,373.76,495.57,5,5,5,5,3.8,403.936666666667
10794,1,1,1,1,5,5,5,5,5,421.08,413.45,651.5,5,5,5,5,5,495.343333333333
10795,1,4,3,4,4,4,3,1,2,421.08,338.04,594.05,2,3,2,2,2.8,451.056666666667
10796,1,1,1,1,4,4,3,3,4,357.45,322.16,594.05,5,5,5,5,3.6,424.553333333333
10797,1,4,2,2,4,4,5,2,4,376.16,345.97,594.05,2,4,4,2.66666666666667,3.8,438.726666666667
10798,1,2,2,2,3,4,4,4,3,376.16,401.55,565.33,4,4,4,4,3.6,447.68
10799,1,1,1,1,4,5,5,5,5,383.65,298.34,495.57,5,5,5,5,4.8,392.52
10800,1,2,3,2,3,3,3,3,3,492.19,389.64,495.57,4,3,4,4,3,459.133333333333
10801,2,3,2,2,4,4,4,5,4,278.86,453.15,565.33,3,4,4,3.33333333333333,4.2,432.446666666667
10802,2,4,4,2,3,3,3,2,2,383.65,282.46,372.47,2,2,4,2.66666666666667,2.6,346.193333333333
10803,2,2,2,1,5,5,5,1,5,421.08,421.39,594.05,4,4,5,4.33333333333333,4.2,478.84
10804,2,2,2,2,4,5,4,4,4,376.16,377.73,594.05,4,4,4,4,4.2,449.313333333333
10805,2,5,5,1,5,4,5,5,3,492.19,286.43,495.57,1,1,5,2.33333333333333,4.4,424.73
10806,2,3,4,4,3,3,4,3,4,342.48,353.91,372.47,3,2,2,2.66666666666667,3.4,356.286666666667
10807,2,2,4,4,1,3,5,1,3,492.19,353.91,405.29,4,2,2,3.33333333333333,2.6,417.13
10808,2,2,2,3,4,4,3,2,3,421.08,409.48,495.57,4,4,3,3.66666666666667,3.2,442.043333333333
10809,2,2,2,1,4,5,5,3,5,421.08,469.03,565.33,4,4,5,4.33333333333333,4.4,485.146666666667
10810,1,2,2,2,4,4,4,4,4,492.19,361.85,565.33,4,4,4,4,4,473.123333333333
10811,1,1,1,1,3,3,5,3,5,346.22,469.03,594.05,5,5,5,5,3.8,469.766666666667
10812,1,1,1,1,5,5,5,5,5,346.22,409.48,421.71,5,5,5,5,5,392.47
10813,1,1,1,1,3,4,3,1,3,368.68,353.91,351.95,5,5,5,5,2.8,358.18
10814,1,3,4,4,3,4,4,3,4,334.99,334.07,466.85,3,2,2,2.66666666666667,3.6,378.636666666667
10815,1,1,1,1,5,5,5,4,4,492.19,373.76,565.33,5,5,5,5,4.6,477.093333333333
10816,1,1,2,1,3,4,2,3,3,376.16,353.91,466.85,5,4,5,5,3,398.973333333333
10817,1,1,1,1,4,5,3,1,5,376.16,353.91,421.71,5,5,5,5,3.6,383.926666666667
10818,1,2,1,1,4,4,4,4,4,346.22,345.97,524.3,4,5,5,4.33333333333333,4,405.496666666667
10819,1,1,1,1,2,3,1,1,3,372.42,365.82,351.95,5,5,5,5,2,363.396666666667
10820,1,3,3,3,3,2,3,2,2,331.25,286.43,339.64,3,3,3,3,2.4,319.106666666667
10821,2,2,2,2,3,4,2,2,3,383.65,401.55,594.05,4,4,4,4,2.8,459.75
10822,2,1,2,2,3,3,4,3,3,334.99,385.67,450.43,5,4,4,4.66666666666667,3.2,390.363333333333
10823,2,1,2,1,5,5,5,1,1,492.19,405.52,524.3,5,4,5,5,3.4,474.003333333333
10824,2,1,2,2,4,4,4,2,4,421.08,318.19,434.02,5,4,4,4.66666666666667,3.6,391.096666666667
10825,2,1,2,2,4,5,5,3,5,492.19,433.3,565.33,5,4,4,4.66666666666667,4.4,496.94
10826,2,1,1,1,4,4,4,4,4,492.19,405.52,524.3,5,5,5,5,4,474.003333333333
10827,2,1,2,2,4,4,5,1,5,421.08,449.18,565.33,5,4,4,4.66666666666667,3.8,478.53
10828,2,4,2,2,4,4,4,5,4,334.99,286.43,315.02,2,4,4,2.66666666666667,4.2,312.146666666667
10829,2,1,5,2,4,5,5,2,5,492.19,433.3,594.05,5,1,4,4.66666666666667,4.2,506.513333333333
10830,2,2,3,2,4,4,5,3,3,421.08,421.39,565.33,4,3,4,4,3.8,469.266666666667
10831,2,4,4,5,5,4,3,4,4,346.22,389.64,405.29,2,2,1,1.66666666666667,4,380.383333333333
10832,1,2,2,1,5,4,5,2,3,383.65,476.96,565.33,4,4,5,4.33333333333333,3.8,475.313333333333
10833,2,1,1,1,5,5,5,3,4,376.16,433.3,495.57,5,5,5,5,4.4,435.01
10834,2,2,4,3,4,4,3,3,3,421.08,433.3,495.57,4,2,3,3.66666666666667,3.4,449.983333333333
10835,1,3,3,3,3,4,4,3,3,376.16,286.43,524.3,3,3,3,3,3.4,395.63
10836,1,2,1,1,2,5,5,2,2,376.16,389.64,392.98,4,5,5,4.33333333333333,3.2,386.26
10837,2,1,1,1,4,4,4,2,3,376.16,318.19,450.43,5,5,5,5,3.4,381.593333333333
10838,2,1,2,1,4,4,3,2,3,492.19,361.85,524.3,5,4,5,5,3.2,459.446666666667
10839,1,2,2,1,5,5,4,3,3,492.19,385.67,466.85,4,4,5,4.33333333333333,4,448.236666666667
10840,2,1,2,2,4,4,4,3,3,492.19,413.45,495.57,5,4,4,4.66666666666667,3.6,467.07
10841,2,3,3,2,4,4,5,3,5,357.45,433.3,450.43,3,3,4,3.33333333333333,4.2,413.726666666667
10842,1,3,2,2,3,3,4,2,3,421.08,361.85,495.57,3,4,4,3.33333333333333,3,426.166666666667
10843,2,2,1,2,5,5,5,2,4,421.08,381.7,450.43,4,5,4,4,4.2,417.736666666667
10844,2,3,3,2,4,3,4,2,3,492.19,377.73,466.85,3,3,4,3.33333333333333,3.2,445.59
10845,2,1,4,5,4,4,4,3,3,357.45,389.64,450.43,5,2,1,3.66666666666667,3.6,399.173333333333
10846,2,2,2,2,4,5,4,5,5,492.19,469.03,495.57,4,4,4,4,4.6,485.596666666667
10847,2,2,3,3,2,3,2,2,3,421.08,433.3,421.71,4,3,3,3.66666666666667,2.4,425.363333333333
10848,2,1,1,1,3,4,4,1,1,421.08,401.55,524.3,5,5,5,5,2.6,448.976666666667
10849,2,1,1,1,4,5,4,3,3,383.65,401.55,434.02,5,5,5,5,3.8,406.406666666667
10850,2,2,3,2,4,4,3,2,2,492.19,389.64,495.57,4,3,4,4,3,459.133333333333
10851,1,1,1,1,3,3,5,5,3,346.22,318.19,421.71,5,5,5,5,3.8,362.04
10852,2,2,2,2,4,3,3,3,4,492.19,361.85,594.05,4,4,4,4,3.4,482.696666666667
10853,1,3,3,3,3,3,3,3,3,421.08,449.18,524.3,3,3,3,3,3,464.853333333333
10854,1,2,3,2,4,4,3,4,4,421.08,401.55,466.85,4,3,4,4,3.8,429.826666666667
10855,1,3,3,3,3,3,4,2,5,376.16,330.1,495.57,3,3,3,3,3.4,400.61
10856,2,3,3,3,3,3,4,3,3,376.16,409.48,524.3,3,3,3,3,3.2,436.646666666667
10857,2,1,3,1,4,4,5,4,3,421.08,389.64,450.43,5,3,5,5,4,420.383333333333
10858,1,3,2,3,4,4,4,3,3,421.08,338.04,372.47,3,4,3,3,3.6,377.196666666667
10859,2,2,3,2,3,3,3,4,4,492.19,409.48,524.3,4,3,4,4,3.4,475.323333333333
10860,1,2,4,4,3,3,2,1,1,492.19,600.02,565.33,4,2,2,3.33333333333333,2,552.513333333333
10861,2,3,4,3,3,3,2,3,3,492.19,389.64,466.85,3,2,3,3,2.8,449.56
10862,2,2,4,5,4,4,4,3,1,383.65,421.39,565.33,4,2,1,3,3.2,456.79
10863,1,1,1,1,4,4,4,4,4,383.65,338.04,421.71,5,5,5,5,4,381.133333333333
10864,1,2,1,1,4,4,3,5,2,372.42,334.07,565.33,4,5,5,4.33333333333333,3.6,423.94
10865,1,2,2,2,4,4,3,4,4,383.65,342,495.57,4,4,4,4,3.8,407.073333333333
10866,1,5,4,1,5,5,4,1,1,492.19,433.3,594.05,1,2,5,2.33333333333333,3.2,506.513333333333
10867,1,1,2,1,5,4,5,4,3,492.19,334.07,466.85,5,4,5,5,4.2,431.036666666667
10868,1,3,3,1,4,4,5,3,4,421.08,353.91,450.43,3,3,5,3.66666666666667,4,408.473333333333
10869,1,2,2,2,3,4,4,3,3,421.08,421.39,405.29,4,4,4,4,3.4,415.92
10870,1,3,3,1,4,4,4,3,3,492.19,413.45,651.5,3,3,5,3.66666666666667,3.6,519.046666666667
