"STUID","Y1E_ST1_1","Y1E_ST21_1","Y1E_ST21_2","Y1E_ST21_3","Y1E_ST25_1","Y1E_ST25_2","Y1E_ST25_3","Y1E_ST25_4","Y1E_ST25_5","Y1E_ENG_VS","Y1E_KOR_VS","Y1E_MATH_VS","Y1E_ST21_1R","Y1E_ST21_2R","Y1E_ST21_3R","성장신념","수업태도","학업성취도"
11757,1,1,3,2,5,5,5,4,4,421.08,373.76,594.05,5,3,4,4.66666666666667,4.6,462.963333333333
11758,1,3,3,3,4,3,3,3,3,334.99,290.4,450.43,3,3,3,3,3.2,358.606666666667
11759,1,5,5,1,4,5,5,5,4,421.08,433.3,495.57,1,1,5,2.33333333333333,4.6,449.983333333333
11760,2,1,3,1,4,4,3,3,3,334.99,401.55,327.33,5,3,5,5,3.4,354.623333333333
11761,1,4,1,2,4,4,4,4,4,421.08,286.43,405.29,2,5,4,2.66666666666667,4,370.933333333333
11762,1,4,3,3,3,3,3,2,2,492.19,345.97,434.02,2,3,3,2.33333333333333,2.6,424.06
11763,1,1,4,3,5,4,5,2,2,492.19,369.79,651.5,5,2,3,4.33333333333333,3.6,504.493333333333
11764,1,3,1,1,3,3,5,2,2,376.16,361.85,434.02,3,5,5,3.66666666666667,3,390.676666666667
11765,1,3,2,1,3,5,5,1,1,383.65,318.19,466.85,3,4,5,3.66666666666667,3,389.563333333333
11766,1,1,1,1,3,3,1,1,1,421.08,306.28,450.43,5,5,5,5,1.8,392.596666666667
11767,1,2,2,2,4,4,4,3,4,492.19,381.7,466.85,4,4,4,4,3.8,446.913333333333
11768,1,1,1,1,3,4,5,4,5,376.16,433.3,565.33,5,5,5,5,4.2,458.263333333333
11769,1,1,1,1,4,4,3,5,2,492.19,401.55,524.3,5,5,5,5,3.6,472.68
11770,1,2,3,2,4,3,4,3,3,383.65,286.43,392.98,4,3,4,4,3.4,354.353333333333
11771,1,1,3,2,3,3,3,3,3,346.22,286.43,339.64,5,3,4,4.66666666666667,3,324.096666666667
11772,1,2,3,3,4,3,3,3,2,421.08,322.16,524.3,4,3,3,3.66666666666667,3,422.513333333333
11773,1,3,3,3,3,3,3,4,2,421.08,389.64,466.85,3,3,3,3,3,425.856666666667
11774,1,2,1,1,4,4,5,5,4,376.16,322.16,495.57,4,5,5,4.33333333333333,4.4,397.963333333333
11775,1,2,3,2,5,5,5,4,3,383.65,345.97,495.57,4,3,4,4,4.4,408.396666666667
11776,2,1,3,4,4,4,4,3,4,492.19,361.85,421.71,5,3,2,4,3.8,425.25
11777,2,4,2,4,4,4,4,4,4,376.16,338.04,392.98,2,4,2,2,4,369.06
11778,2,1,1,1,5,5,5,5,5,492.19,405.52,565.33,5,5,5,5,5,487.68
11779,2,2,1,1,4,4,5,3,4,492.19,353.91,565.33,4,5,5,4.33333333333333,4,470.476666666667
11780,2,3,3,2,5,5,5,3,4,492.19,409.48,466.85,3,3,4,3.33333333333333,4.4,456.173333333333
11781,2,1,2,1,5,5,3,3,3,492.19,405.52,565.33,5,4,5,5,3.8,487.68
11782,2,1,1,1,5,5,5,4,5,492.19,524.6,651.5,5,5,5,5,4.8,556.096666666667
11783,2,2,3,3,3,3,3,2,2,383.65,290.4,524.3,4,3,3,3.66666666666667,2.6,399.45
11784,2,2,3,2,5,4,5,3,4,492.19,421.39,594.05,4,3,4,4,4.2,502.543333333333
11785,2,5,1,1,5,5,5,4,5,492.19,389.64,450.43,1,5,5,2.33333333333333,4.8,444.086666666667
11786,2,1,1,1,5,5,5,1,5,376.16,361.85,372.47,5,5,5,5,4.2,370.16
11787,2,3,2,1,4,4,3,3,3,421.08,338.04,495.57,3,4,5,3.66666666666667,3.4,418.23
11788,2,1,1,1,5,5,5,5,5,421.08,302.31,651.5,5,5,5,5,5,458.296666666667
11789,1,2,2,2,3,3,4,3,3,421.08,345.97,594.05,4,4,4,4,3.2,453.7
11790,2,3,3,3,3,3,4,3,4,376.16,401.55,450.43,3,3,3,3,3.4,409.38
11791,1,1,1,1,5,5,5,4,4,383.65,334.07,524.3,5,5,5,5,4.6,414.006666666667
11792,1,1,1,1,4,4,4,4,4,492.19,361.85,565.33,5,5,5,5,4,473.123333333333
11793,1,1,1,1,3,3,3,2,2,421.08,334.07,524.3,5,5,5,5,2.6,426.483333333333
11794,1,1,4,4,3,3,3,3,3,383.65,334.07,434.02,5,2,2,4,3,383.913333333333
11795,1,1,1,1,3,4,3,3,3,383.65,401.55,466.85,5,5,5,5,3.2,417.35
11796,1,1,1,1,5,5,5,4,5,492.19,453.15,450.43,5,5,5,5,4.8,465.256666666667
11797,1,2,2,2,5,5,5,4,4,492.19,353.91,594.05,4,4,4,4,4.6,480.05
11798,1,1,1,1,4,5,5,3,4,492.19,326.13,651.5,5,5,5,5,4.2,489.94
11799,1,1,1,1,5,5,4,3,4,492.19,433.3,594.05,5,5,5,5,4.2,506.513333333333
11800,1,2,4,1,5,5,4,3,2,492.19,353.91,594.05,4,2,5,4.33333333333333,3.8,480.05
11801,1,5,5,1,5,5,5,2,4,492.19,361.85,565.33,1,1,5,2.33333333333333,4.2,473.123333333333
11802,1,1,1,1,5,5,5,5,5,372.42,286.43,392.98,5,5,5,5,5,350.61
11803,1,1,1,1,5,5,5,5,5,346.22,361.85,495.57,5,5,5,5,5,401.213333333333
11804,1,2,2,1,4,4,4,3,3,492.19,345.97,594.05,4,4,5,4.33333333333333,3.6,477.403333333333
11805,1,1,2,1,3,3,3,3,3,421.08,345.97,466.85,5,4,5,5,3,411.3
11806,2,1,1,1,5,5,5,1,1,492.19,409.48,594.05,5,5,5,5,3.4,498.573333333333
11807,2,4,5,2,5,5,5,3,4,421.08,338.04,434.02,2,1,4,2.66666666666667,4.4,397.713333333333
11808,2,2,2,2,4,4,4,4,4,492.19,476.96,450.43,4,4,4,4,4,473.193333333333
11809,2,2,2,2,4,4,3,2,2,368.68,361.85,466.85,4,4,4,4,3,399.126666666667
11810,2,1,1,1,5,5,5,2,1,421.08,298.34,565.33,5,5,5,5,3.6,428.25
11811,2,1,1,1,5,5,5,4,4,421.08,413.45,594.05,5,5,5,5,4.6,476.193333333333
11812,2,1,1,1,4,5,5,4,4,421.08,369.79,594.05,5,5,5,5,4.4,461.64
11813,2,2,1,1,4,4,5,1,4,492.19,449.18,651.5,4,5,5,4.33333333333333,3.6,530.956666666667
11814,2,1,1,1,5,5,5,4,5,492.19,476.96,651.5,5,5,5,5,4.8,540.216666666667
11815,2,2,2,2,4,5,5,3,4,492.19,476.96,524.3,4,4,4,4,4.2,497.816666666667
11816,2,4,3,2,4,4,5,4,4,357.45,330.1,392.98,2,3,4,2.66666666666667,4.2,360.176666666667
11817,2,1,1,1,3,4,4,2,4,421.08,433.3,495.57,5,5,5,5,3.4,449.983333333333
11818,2,1,1,1,5,5,5,3,4,421.08,413.45,421.71,5,5,5,5,4.4,418.746666666667
11819,2,2,1,1,4,4,4,3,3,492.19,361.85,651.5,4,5,5,4.33333333333333,3.6,501.846666666667
11820,2,1,4,1,4,4,3,3,3,492.19,389.64,594.05,5,2,5,5,3.4,491.96
11821,2,5,5,1,5,5,5,4,1,492.19,524.6,524.3,1,1,5,2.33333333333333,4,513.696666666667
11822,1,2,4,2,5,4,3,4,2,492.19,353.91,495.57,4,2,4,4,3.6,447.223333333333
11823,1,2,2,2,5,5,5,4,3,492.19,421.39,594.05,4,4,4,4,4.4,502.543333333333
11824,1,2,1,1,4,3,5,4,4,492.19,361.85,524.3,4,5,5,4.33333333333333,4,459.446666666667
11825,1,1,1,1,3,3,5,1,1,376.16,524.6,594.05,5,5,5,5,2.6,498.27
11826,1,1,3,2,3,3,4,3,3,492.19,449.18,594.05,5,3,4,4.66666666666667,3.2,511.806666666667
11827,1,1,3,1,5,5,5,4,4,383.65,389.64,405.29,5,3,5,5,4.6,392.86
11828,1,2,2,1,3,3,3,3,3,421.08,433.3,524.3,4,4,5,4.33333333333333,3,459.56
11829,1,1,1,1,4,3,4,4,4,383.65,353.91,495.57,5,5,5,5,3.8,411.043333333333
11830,1,1,3,2,4,5,3,1,2,346.22,286.43,434.02,5,3,4,4.66666666666667,3,355.556666666667
11831,1,2,2,2,4,4,3,3,2,421.08,389.64,495.57,4,4,4,4,3.2,435.43
11832,1,1,3,2,3,4,2,2,1,421.08,345.97,450.43,5,3,4,4.66666666666667,2.4,405.826666666667
11833,1,1,1,1,4,3,2,3,3,368.68,310.25,495.57,5,5,5,5,3,391.5
11834,1,1,1,1,3,3,5,1,1,421.08,334.07,450.43,5,5,5,5,2.6,401.86
11835,1,3,4,1,4,4,3,1,3,372.42,326.13,495.57,3,2,5,3.66666666666667,3,398.04
11836,1,1,1,1,3,3,3,3,3,421.08,385.67,594.05,5,5,5,5,3,466.933333333333
11837,2,2,3,2,4,3,3,4,4,492.19,524.6,565.33,4,3,4,4,3.6,527.373333333333
11838,2,2,2,2,4,4,5,2,3,492.19,449.18,565.33,4,4,4,4,3.6,502.233333333333
11839,2,1,1,1,4,4,5,4,4,492.19,389.64,594.05,5,5,5,5,4.2,491.96
11840,2,2,2,2,5,5,5,2,2,492.19,469.03,594.05,4,4,4,4,3.8,518.423333333333
11841,2,4,4,1,5,5,4,5,5,492.19,381.7,524.3,2,2,5,3,4.8,466.063333333333
11842,2,3,4,3,3,2,2,1,2,346.22,290.4,421.71,3,2,3,3,2,352.776666666667
11843,2,1,1,1,4,3,4,3,3,376.16,334.07,405.29,5,5,5,5,3.4,371.84
11844,2,1,1,1,4,4,4,2,4,421.08,330.1,495.57,5,5,5,5,3.6,415.583333333333
11845,2,1,1,1,5,5,5,3,3,383.65,401.55,524.3,5,5,5,5,4.2,436.5
11846,2,1,3,3,4,4,2,2,2,346.22,286.43,434.02,5,3,3,4.33333333333333,2.8,355.556666666667
11847,2,1,1,1,4,4,5,5,5,421.08,409.48,495.57,5,5,5,5,4.6,442.043333333333
11848,2,2,2,1,3,5,4,3,3,492.19,361.85,565.33,4,4,5,4.33333333333333,3.6,473.123333333333
11849,1,1,1,1,2,3,3,5,2,383.65,290.4,466.85,5,5,5,5,3,380.3
11850,1,1,4,1,4,5,5,1,4,383.65,377.73,524.3,5,2,5,5,3.8,428.56
11851,1,1,1,1,5,5,5,1,5,368.68,405.52,392.98,5,5,5,5,4.2,389.06
11852,1,2,1,1,3,4,2,1,3,368.68,318.19,565.33,4,5,5,4.33333333333333,2.6,417.4
11853,1,3,2,1,3,3,4,3,2,368.68,286.43,372.47,3,4,5,3.66666666666667,3,342.526666666667
11854,1,1,1,1,5,5,5,4,3,383.65,469.03,524.3,5,5,5,5,4.4,458.993333333333
11855,1,1,1,1,4,4,3,2,1,376.16,377.73,372.47,5,5,5,5,2.8,375.453333333333
11856,1,1,1,1,5,5,4,1,3,492.19,524.6,651.5,5,5,5,5,3.6,556.096666666667
11857,1,1,1,1,5,3,4,1,1,492.19,361.85,651.5,5,5,5,5,2.8,501.846666666667
11858,1,1,3,1,5,5,5,3,5,492.19,453.15,524.3,5,3,5,5,4.6,489.88
11859,1,NA,2,2,4,3,3,2,2,492.19,421.39,565.33,NA,4,4,NA,2.8,492.97
11860,1,1,1,1,5,5,5,1,5,421.08,449.18,651.5,5,5,5,5,4.2,507.253333333333
11861,1,2,1,1,5,5,4,5,4,421.08,377.73,524.3,4,5,5,4.33333333333333,4.6,441.036666666667
11862,1,1,4,4,3,4,3,3,5,492.19,365.82,524.3,5,2,2,4,3.6,460.77
11863,1,3,3,3,4,3,4,3,3,492.19,476.96,524.3,3,3,3,3,3.4,497.816666666667
11864,1,1,1,1,3,3,4,2,3,376.16,286.43,392.98,5,5,5,5,3,351.856666666667
11865,2,2,2,2,4,5,3,1,4,492.19,389.64,594.05,4,4,4,4,3.4,491.96
11866,2,1,2,1,4,4,4,2,2,421.08,421.39,495.57,5,4,5,5,3.2,446.013333333333
11867,2,1,3,1,4,3,3,3,4,492.19,413.45,405.29,5,3,5,5,3.4,436.976666666667
11868,2,1,1,1,3,4,4,3,3,492.19,322.16,319.12,5,5,5,5,3.4,377.823333333333
11869,2,2,1,1,4,4,4,2,2,383.65,361.85,495.57,4,5,5,4.33333333333333,3.2,413.69
11870,2,1,1,1,5,5,5,3,3,492.19,453.15,434.02,5,5,5,5,4.2,459.786666666667
11871,2,1,3,1,5,5,5,5,5,492.19,524.6,495.57,5,3,5,5,5,504.12
11872,2,1,1,1,5,4,5,3,5,492.19,524.6,466.85,5,5,5,5,4.4,494.546666666667
11873,2,1,1,1,5,3,5,2,4,492.19,600.02,565.33,5,5,5,5,3.8,552.513333333333
11874,2,1,2,1,4,3,4,1,2,492.19,433.3,450.43,5,4,5,5,2.8,458.64
11875,2,1,1,1,4,5,5,1,5,376.16,334.07,434.02,5,5,5,5,4,381.416666666667
11876,2,1,1,1,5,5,5,3,5,421.08,377.73,434.02,5,5,5,5,4.6,410.943333333333
11877,2,1,3,1,5,3,5,2,3,492.19,476.96,594.05,5,3,5,5,3.6,521.066666666667
11878,1,1,1,1,5,5,5,5,5,376.16,365.82,405.29,5,5,5,5,5,382.423333333333
11879,1,2,2,2,4,4,3,1,1,376.16,361.85,495.57,4,4,4,4,2.6,411.193333333333
11880,1,4,2,2,3,3,3,2,2,334.99,334.07,372.47,2,4,4,2.66666666666667,2.6,347.176666666667
11881,1,1,1,1,5,5,5,4,5,492.19,564.29,651.5,5,5,5,5,4.8,569.326666666667
11882,1,3,3,3,1,1,1,1,1,376.16,330.1,495.57,3,3,3,3,1,400.61
11883,1,1,2,2,4,4,4,3,3,492.19,365.82,450.43,5,4,4,4.66666666666667,3.6,436.146666666667
11884,1,1,2,1,4,4,3,4,4,346.22,286.43,405.29,5,4,5,5,3.8,345.98
11885,1,3,4,2,3,3,2,2,2,376.16,361.85,565.33,3,2,4,3.33333333333333,2.4,434.446666666667
11886,2,1,1,1,5,5,4,4,5,492.19,369.79,466.85,5,5,5,5,4.6,442.943333333333
11887,2,1,1,1,5,5,5,4,4,421.08,369.79,495.57,5,5,5,5,4.6,428.813333333333
11888,2,2,3,3,3,3,3,3,2,357.45,298.34,421.71,4,3,3,3.66666666666667,2.8,359.166666666667
11889,2,3,2,1,4,5,4,3,4,492.19,389.64,565.33,3,4,5,3.66666666666667,4,482.386666666667
11890,2,1,5,2,4,4,4,3,3,492.19,449.18,651.5,5,1,4,4.66666666666667,3.6,530.956666666667
11891,2,1,1,1,4,4,3,2,3,346.22,476.96,450.43,5,5,5,5,3.2,424.536666666667
11892,2,1,2,1,5,5,5,4,3,492.19,365.82,466.85,5,4,5,5,4.4,441.62
11893,2,1,3,2,4,4,3,3,3,492.19,361.85,495.57,5,3,4,4.66666666666667,3.4,449.87
11894,2,1,1,1,5,5,4,4,3,376.16,385.67,565.33,5,5,5,5,4.2,442.386666666667
11895,2,2,2,2,4,4,3,5,5,421.08,345.97,495.57,4,4,4,4,4.2,420.873333333333
11896,1,2,1,2,5,4,5,4,3,421.08,286.43,434.02,4,5,4,4,4.2,380.51
11897,1,1,2,3,4,3,4,2,2,376.16,345.97,466.85,5,4,3,4.33333333333333,3,396.326666666667
11898,1,1,1,1,4,5,5,3,5,492.19,476.96,450.43,5,5,5,5,4.4,473.193333333333
11899,1,1,2,1,5,4,4,3,3,492.19,409.48,594.05,5,4,5,5,3.8,498.573333333333
11900,1,1,2,1,3,4,4,2,4,383.65,373.76,565.33,5,4,5,5,3.4,440.913333333333
11901,1,2,2,1,4,3,4,2,2,368.68,326.13,466.85,4,4,5,4.33333333333333,3,387.22
11902,1,1,2,2,3,3,3,1,2,346.22,310.25,392.98,5,4,4,4.66666666666667,2.4,349.816666666667
11903,1,2,1,1,4,4,5,2,4,421.08,385.67,524.3,4,5,5,4.33333333333333,3.8,443.683333333333
11904,1,1,3,1,3,3,3,3,3,492.19,334.07,594.05,5,3,5,5,3,473.436666666667
11905,1,3,2,3,3,2,3,2,3,342.48,401.55,392.98,3,4,3,3,2.6,379.003333333333
11906,1,3,5,4,3,3,3,3,3,368.68,286.43,327.33,3,1,2,2.66666666666667,3,327.48
11907,1,2,2,2,3,3,2,2,1,383.65,405.52,450.43,4,4,4,4,2.2,413.2
11908,1,2,2,1,4,3,4,2,3,492.19,433.3,450.43,4,4,5,4.33333333333333,3.2,458.64
11909,1,1,1,1,4,4,5,1,3,492.19,449.18,594.05,5,5,5,5,3.4,511.806666666667
11910,2,2,5,2,4,5,4,4,2,383.65,433.3,594.05,4,1,4,4,3.8,470.333333333333
11911,2,2,2,2,4,4,3,5,5,346.22,524.6,466.85,4,4,4,4,4.2,445.89
11912,2,2,2,2,4,4,5,3,3,383.65,361.85,466.85,4,4,4,4,3.8,404.116666666667
11913,2,3,3,3,4,3,4,5,2,372.42,413.45,466.85,3,3,3,3,3.6,417.573333333333
11914,2,1,1,1,4,4,3,2,3,421.08,405.52,524.3,5,5,5,5,3.2,450.3
11915,2,1,1,1,5,5,5,3,4,492.19,373.76,466.85,5,5,5,5,4.4,444.266666666667
11916,2,1,1,1,5,5,5,4,4,376.16,421.39,594.05,5,5,5,5,4.6,463.866666666667
11917,2,2,2,2,2,3,4,4,3,376.16,413.45,495.57,4,4,4,4,3.2,428.393333333333
11918,2,3,3,3,3,3,3,3,3,346.22,318.19,327.33,3,3,3,3,3,330.58
11919,2,2,2,2,3,4,3,2,3,383.65,405.52,466.85,4,4,4,4,3,418.673333333333
11920,2,1,1,1,4,4,5,5,5,346.22,381.7,327.33,5,5,5,5,4.6,351.75
11921,2,1,1,1,4,5,5,4,3,376.16,353.91,372.47,5,5,5,5,4.2,367.513333333333
11922,2,2,4,2,4,4,5,5,4,383.65,345.97,466.85,4,2,4,4,4.4,398.823333333333
11923,2,1,1,1,5,5,5,2,5,421.08,409.48,594.05,5,5,5,5,4.4,474.87
11924,1,1,4,1,2,2,5,3,2,376.16,345.97,565.33,5,2,5,5,2.8,429.153333333333
11925,1,1,1,1,5,5,5,1,4,376.16,409.48,565.33,5,5,5,5,4,450.323333333333
11926,1,1,5,2,5,5,5,3,4,376.16,413.45,495.57,5,1,4,4.66666666666667,4.4,428.393333333333
11927,1,1,3,3,4,3,3,1,4,421.08,476.96,524.3,5,3,3,4.33333333333333,3,474.113333333333
11928,1,1,1,1,5,5,3,3,3,342.48,334.07,434.02,5,5,5,5,3.8,370.19
11929,1,1,5,2,5,5,5,4,4,383.65,361.85,594.05,5,1,4,4.66666666666667,4.6,446.516666666667
11930,1,2,3,4,4,4,4,4,3,372.42,334.07,594.05,4,3,2,3.33333333333333,3.8,433.513333333333
11931,1,1,1,1,5,5,4,3,2,346.22,373.76,434.02,5,5,5,5,3.8,384.666666666667
11932,1,1,2,2,4,4,2,3,5,357.45,353.91,565.33,5,4,4,4.66666666666667,3.6,425.563333333333
11933,1,2,2,2,5,4,4,2,3,346.22,353.91,495.57,4,4,4,4,3.6,398.566666666667
11934,1,1,1,1,3,2,3,1,1,376.16,389.64,594.05,5,5,5,5,2,453.283333333333
11935,1,4,2,2,3,3,3,3,2,372.42,389.64,495.57,2,4,4,2.66666666666667,2.8,419.21
11936,1,4,1,1,5,5,5,4,4,376.16,433.3,434.02,2,5,5,3,4.6,414.493333333333
11937,1,4,2,2,3,3,4,3,2,346.22,377.73,392.98,2,4,4,2.66666666666667,3,372.31
11938,1,1,1,1,5,4,4,3,3,357.45,389.64,495.57,5,5,5,5,3.8,414.22
11939,2,5,5,1,5,5,5,4,5,492.19,433.3,594.05,1,1,5,2.33333333333333,4.8,506.513333333333
11940,2,1,3,3,3,3,3,4,4,383.65,449.18,651.5,5,3,3,4.33333333333333,3.4,494.776666666667
11941,2,3,3,2,3,3,3,3,2,357.45,401.55,392.98,3,3,4,3.33333333333333,2.8,383.993333333333
11942,2,2,2,3,5,5,5,4,4,383.65,449.18,421.71,4,4,3,3.66666666666667,4.6,418.18
11943,2,3,3,3,3,3,2,3,3,421.08,385.67,466.85,3,3,3,3,2.8,424.533333333333
11944,2,1,1,1,4,5,5,2,3,492.19,389.64,594.05,5,5,5,5,3.8,491.96
11945,2,1,1,1,5,5,5,3,3,421.08,449.18,565.33,5,5,5,5,4.2,478.53
11946,2,1,3,3,5,5,3,4,3,383.65,413.45,495.57,5,3,3,4.33333333333333,4,430.89
11947,2,4,4,4,3,3,3,3,3,346.22,318.19,372.47,2,2,2,2,3,345.626666666667
11948,2,2,1,3,3,3,3,3,2,334.99,377.73,339.64,4,5,3,3.66666666666667,2.8,350.786666666667
11949,2,2,3,2,4,4,4,4,3,376.16,401.55,594.05,4,3,4,4,3.8,457.253333333333
11950,2,2,5,5,3,3,3,3,1,383.65,409.48,524.3,4,1,1,3,2.6,439.143333333333
11951,2,2,3,2,4,4,3,4,3,421.08,433.3,466.85,4,3,4,4,3.6,440.41
11952,2,2,2,2,5,4,4,4,1,368.68,377.73,434.02,4,4,4,4,3.6,393.476666666667
11953,1,1,1,2,3,3,3,3,3,383.65,345.97,466.85,5,5,4,4.66666666666667,3,398.823333333333
11954,1,1,2,3,3,4,4,3,3,372.42,361.85,651.5,5,4,3,4.33333333333333,3.4,461.923333333333
11955,1,1,1,1,4,5,3,4,5,492.19,413.45,524.3,5,5,5,5,4.2,476.646666666667
11956,1,1,1,1,3,4,NA,4,4,376.16,389.64,466.85,5,5,5,5,NA,410.883333333333
11957,1,1,1,1,2,2,2,2,2,492.19,600.02,594.05,5,5,5,5,2,562.086666666667
11958,1,1,1,1,5,5,5,5,5,376.16,318.19,392.98,5,5,5,5,5,362.443333333333
11959,1,3,3,4,4,4,3,4,4,492.19,469.03,651.5,3,3,2,2.66666666666667,3.8,537.573333333333
11960,1,2,3,2,3,3,2,3,1,383.65,334.07,565.33,4,3,4,4,2.4,427.683333333333
11961,1,NA,NA,1,4,5,5,4,3,357.45,286.43,319.12,NA,NA,5,NA,4.2,321
11962,1,1,3,3,4,4,4,4,3,421.08,322.16,524.3,5,3,3,4.33333333333333,3.8,422.513333333333
11963,1,1,2,2,4,3,4,3,3,376.16,294.37,594.05,5,4,4,4.66666666666667,3.4,421.526666666667
11964,1,5,1,1,5,5,5,5,5,368.68,413.45,351.95,1,5,5,2.33333333333333,5,378.026666666667
11965,1,5,4,4,1,1,1,1,1,334.99,433.3,392.98,1,2,2,1.33333333333333,1,387.09
11966,1,1,2,2,4,5,3,4,4,492.19,405.52,524.3,5,4,4,4.66666666666667,4,474.003333333333
11967,2,2,2,1,5,4,5,5,5,492.19,476.96,594.05,4,4,5,4.33333333333333,4.8,521.066666666667
11968,2,2,2,2,4,3,4,4,3,383.65,405.52,524.3,4,4,4,4,3.6,437.823333333333
11969,2,2,3,2,3,3,3,3,2,383.65,433.3,450.43,4,3,4,4,2.8,422.46
11970,2,2,2,3,3,3,4,2,3,357.45,385.67,450.43,4,4,3,3.66666666666667,3,397.85
11971,2,4,3,1,5,5,4,4,3,492.19,377.73,524.3,2,3,5,3,4.2,464.74
11972,2,1,2,1,3,3,3,1,1,346.22,373.76,421.71,5,4,5,5,2.2,380.563333333333
11973,2,3,3,3,3,3,4,3,3,368.68,342,450.43,3,3,3,3,3.2,387.036666666667
11974,2,1,1,2,5,5,5,3,3,492.19,564.29,651.5,5,5,4,4.66666666666667,4.2,569.326666666667
11975,2,3,3,1,3,3,3,2,2,383.65,385.67,594.05,3,3,5,3.66666666666667,2.6,454.456666666667
11976,2,4,2,3,3,3,3,2,2,372.42,342,351.95,2,4,3,2.33333333333333,2.6,355.456666666667
11977,2,2,4,4,5,5,5,3,4,421.08,433.3,495.57,4,2,2,3.33333333333333,4.4,449.983333333333
11978,2,2,3,3,3,3,3,3,3,421.08,345.97,421.71,4,3,3,3.66666666666667,3,396.253333333333
11979,2,2,3,3,4,4,5,3,3,376.16,409.48,450.43,4,3,3,3.66666666666667,3.8,412.023333333333
11980,1,1,2,2,3,2,3,3,2,383.65,373.76,594.05,5,4,4,4.66666666666667,2.6,450.486666666667
11981,2,1,1,1,5,5,4,3,3,421.08,409.48,524.3,5,5,5,5,4,451.62
11982,1,1,2,1,4,4,5,4,4,357.45,389.64,434.02,5,4,5,5,4.2,393.703333333333
11983,1,1,1,1,3,4,5,3,4,376.16,469.03,466.85,5,5,5,5,3.8,437.346666666667
11984,1,1,4,4,4,4,4,5,5,421.08,492.84,565.33,5,2,2,4,4.4,493.083333333333
11985,1,1,1,3,3,4,4,2,3,357.45,334.07,392.98,5,5,3,4.33333333333333,3.2,361.5
11986,1,1,1,1,3,3,3,3,3,342.48,286.43,372.47,5,5,5,5,3,333.793333333333
11987,1,1,4,4,4,4,5,2,5,383.65,373.76,651.5,5,2,2,4,4,469.636666666667
11988,1,1,1,1,3,3,3,4,3,334.99,286.43,434.02,5,5,5,5,3.2,351.813333333333
11989,1,1,1,1,3,3,1,1,1,346.22,334.07,524.3,5,5,5,5,1.8,401.53
11990,1,1,2,1,3,4,4,4,4,376.16,381.7,495.57,5,4,5,5,3.8,417.81
11991,1,3,3,3,3,3,4,1,1,334.99,286.43,339.64,3,3,3,3,2.4,320.353333333333
11992,1,1,3,2,3,3,3,5,2,421.08,361.85,524.3,5,3,4,4.66666666666667,3.2,435.743333333333
11993,1,1,2,1,3,3,3,4,4,383.65,385.67,565.33,5,4,5,5,3.4,444.883333333333
11994,1,2,2,1,3,3,4,2,3,492.19,361.85,594.05,4,4,5,4.33333333333333,3,482.696666666667
11995,1,1,1,1,4,1,3,2,3,376.16,345.97,421.71,5,5,5,5,2.6,381.28
11996,1,1,2,2,4,4,3,4,2,383.65,334.07,405.29,5,4,4,4.66666666666667,3.4,374.336666666667
11997,2,2,2,2,4,4,4,3,3,421.08,564.29,524.3,4,4,4,4,3.6,503.223333333333
11998,2,3,3,3,3,3,3,3,3,372.42,385.67,524.3,3,3,3,3,3,427.463333333333
11999,2,2,1,1,4,4,3,3,3,376.16,600.02,495.57,4,5,5,4.33333333333333,3.4,490.583333333333
12000,2,1,2,2,3,3,3,3,3,376.16,286.43,524.3,5,4,4,4.66666666666667,3,395.63
12001,2,2,2,2,4,4,4,4,4,421.08,433.3,651.5,4,4,4,4,4,501.96
12002,2,3,2,1,4,4,4,3,5,492.19,345.97,450.43,3,4,5,3.66666666666667,4,429.53
12003,2,3,4,3,2,2,2,NA,NA,357.45,381.7,392.98,3,2,3,3,NA,377.376666666667
12004,2,1,1,1,5,5,3,1,1,376.16,334.07,495.57,5,5,5,5,3,401.933333333333
12005,2,1,4,1,4,4,3,4,4,421.08,365.82,450.43,5,2,5,5,3.8,412.443333333333
12006,2,1,3,2,4,3,3,3,3,372.42,389.64,495.57,5,3,4,4.66666666666667,3.2,419.21
12007,2,2,2,2,4,4,4,5,5,421.08,361.85,594.05,4,4,4,4,4.4,458.993333333333
12008,2,2,1,1,3,3,3,4,4,421.08,476.96,466.85,4,5,5,4.33333333333333,3.4,454.963333333333
12009,2,1,4,3,3,3,3,4,3,357.45,377.73,392.98,5,2,3,4.33333333333333,3.2,376.053333333333
12010,1,2,4,2,4,3,4,3,4,421.08,361.85,524.3,4,2,4,4,3.6,435.743333333333
12011,1,1,1,1,5,5,5,5,5,421.08,564.29,450.43,5,5,5,5,5,478.6
12012,1,1,1,1,4,5,4,3,3,372.42,345.97,466.85,5,5,5,5,3.8,395.08
12013,1,1,1,1,4,5,3,2,1,492.19,338.04,495.57,5,5,5,5,3,441.933333333333
12014,1,4,1,1,3,4,2,1,1,376.16,365.82,434.02,2,5,5,3,2.2,392
12015,1,2,3,3,3,3,4,2,2,421.08,413.45,495.57,4,3,3,3.66666666666667,2.8,443.366666666667
12016,1,5,4,2,4,4,4,1,5,421.08,286.43,565.33,1,2,4,2,3.6,424.28
12017,1,3,2,2,3,4,3,2,3,421.08,353.91,565.33,3,4,4,3.33333333333333,3,446.773333333333
12018,1,1,1,1,3,3,3,1,1,383.65,361.85,392.98,5,5,5,5,2.2,379.493333333333
